day,site,fac.no,species,attacks
1,1,1,battus,0
1,1,2,battus,0
1,1,3,battus,0
1,1,4,battus,0
1,1,5,battus,0
1,1,6,battus,0
1,1,7,battus,0
1,1,8,battus,0
1,1,9,battus,0
1,1,10,battus,0
1,1,11,battus,0
1,1,12,battus,0
1,1,13,battus,0
1,1,14,battus,0
1,1,15,battus,0
1,1,16,battus,0
1,1,17,battus,0
1,1,18,battus,0
1,1,19,battus,0
1,1,20,battus,0
1,1,21,battus,0
1,1,22,battus,0
1,1,23,battus,0
1,1,24,battus,0
1,1,25,battus,0
1,1,1,junonia,0
1,1,2,junonia,0
1,1,3,junonia,0
1,1,4,junonia,0
1,1,5,junonia,0
1,1,6,junonia,0
1,1,7,junonia,0
1,1,8,junonia,0
1,1,9,junonia,0
1,1,10,junonia,0
1,1,11,junonia,0
1,1,12,junonia,0
1,1,13,junonia,0
1,1,14,junonia,0
1,1,15,junonia,0
1,1,16,junonia,0
1,1,17,junonia,0
1,1,18,junonia,0
1,1,19,junonia,0
1,1,20,junonia,0
1,1,21,junonia,0
1,1,22,junonia,0
1,1,23,junonia,0
1,1,24,junonia,0
1,1,25,junonia,0
1,2,1,battus,0
1,2,2,battus,0
1,2,3,battus,0
1,2,4,battus,0
1,2,5,battus,0
1,2,6,battus,0
1,2,7,battus,0
1,2,8,battus,0
1,2,9,battus,0
1,2,10,battus,0
1,2,11,battus,0
1,2,12,battus,0
1,2,13,battus,0
1,2,14,battus,0
1,2,15,battus,0
1,2,16,battus,0
1,2,17,battus,0
1,2,18,battus,0
1,2,19,battus,0
1,2,20,battus,0
1,2,21,battus,0
1,2,22,battus,0
1,2,23,battus,0
1,2,24,battus,0
1,2,25,battus,0
1,2,1,junonia,0
1,2,2,junonia,0
1,2,3,junonia,0
1,2,4,junonia,0
1,2,5,junonia,0
1,2,6,junonia,0
1,2,7,junonia,0
1,2,8,junonia,0
1,2,9,junonia,0
1,2,10,junonia,0
1,2,11,junonia,0
1,2,12,junonia,0
1,2,13,junonia,0
1,2,14,junonia,0
1,2,15,junonia,0
1,2,16,junonia,0
1,2,17,junonia,0
1,2,18,junonia,0
1,2,19,junonia,0
1,2,20,junonia,0
1,2,21,junonia,0
1,2,22,junonia,0
1,2,23,junonia,0
1,2,24,junonia,0
1,2,25,junonia,0
1,3,1,battus,1
1,3,2,battus,1
1,3,3,battus,0
1,3,4,battus,0
1,3,5,battus,0
1,3,6,battus,0
1,3,7,battus,0
1,3,8,battus,0
1,3,9,battus,0
1,3,10,battus,0
1,3,11,battus,0
1,3,12,battus,0
1,3,13,battus,0
1,3,14,battus,0
1,3,15,battus,0
1,3,16,battus,0
1,3,17,battus,0
1,3,18,battus,0
1,3,19,battus,0
1,3,20,battus,0
1,3,21,battus,0
1,3,22,battus,0
1,3,23,battus,0
1,3,24,battus,0
1,3,25,battus,0
1,3,1,junonia,0
1,3,2,junonia,0
1,3,3,junonia,0
1,3,4,junonia,0
1,3,5,junonia,0
1,3,6,junonia,0
1,3,7,junonia,0
1,3,8,junonia,0
1,3,9,junonia,0
1,3,10,junonia,0
1,3,11,junonia,0
1,3,12,junonia,0
1,3,13,junonia,0
1,3,14,junonia,0
1,3,15,junonia,0
1,3,16,junonia,0
1,3,17,junonia,0
1,3,18,junonia,0
1,3,19,junonia,0
1,3,20,junonia,0
1,3,21,junonia,0
1,3,22,junonia,0
1,3,23,junonia,0
1,3,24,junonia,0
1,3,25,junonia,0
1,4,1,battus,0
1,4,2,battus,0
1,4,3,battus,0
1,4,4,battus,0
1,4,5,battus,0
1,4,6,battus,0
1,4,7,battus,0
1,4,8,battus,0
1,4,9,battus,0
1,4,10,battus,0
1,4,11,battus,0
1,4,12,battus,0
1,4,13,battus,0
1,4,14,battus,0
1,4,15,battus,0
1,4,16,battus,0
1,4,17,battus,0
1,4,18,battus,0
1,4,19,battus,0
1,4,20,battus,0
1,4,21,battus,0
1,4,22,battus,0
1,4,23,battus,0
1,4,24,battus,0
1,4,25,battus,0
1,4,1,junonia,0
1,4,2,junonia,0
1,4,3,junonia,0
1,4,4,junonia,0
1,4,5,junonia,0
1,4,6,junonia,0
1,4,7,junonia,0
1,4,8,junonia,0
1,4,9,junonia,0
1,4,10,junonia,0
1,4,11,junonia,0
1,4,12,junonia,0
1,4,13,junonia,0
1,4,14,junonia,0
1,4,15,junonia,0
1,4,16,junonia,0
1,4,17,junonia,0
1,4,18,junonia,0
1,4,19,junonia,0
1,4,20,junonia,0
1,4,21,junonia,0
1,4,22,junonia,0
1,4,23,junonia,0
1,4,24,junonia,0
1,4,25,junonia,0
1,5,1,battus,0
1,5,2,battus,0
1,5,3,battus,0
1,5,4,battus,0
1,5,5,battus,0
1,5,6,battus,0
1,5,7,battus,0
1,5,8,battus,0
1,5,9,battus,0
1,5,10,battus,0
1,5,11,battus,0
1,5,12,battus,0
1,5,13,battus,0
1,5,14,battus,0
1,5,15,battus,0
1,5,16,battus,0
1,5,17,battus,0
1,5,18,battus,0
1,5,19,battus,0
1,5,20,battus,0
1,5,21,battus,0
1,5,22,battus,0
1,5,23,battus,0
1,5,24,battus,0
1,5,25,battus,0
1,5,1,junonia,0
1,5,2,junonia,0
1,5,3,junonia,0
1,5,4,junonia,0
1,5,5,junonia,0
1,5,6,junonia,0
1,5,7,junonia,0
1,5,8,junonia,0
1,5,9,junonia,0
1,5,10,junonia,0
1,5,11,junonia,0
1,5,12,junonia,0
1,5,13,junonia,0
1,5,14,junonia,0
1,5,15,junonia,0
1,5,16,junonia,0
1,5,17,junonia,0
1,5,18,junonia,0
1,5,19,junonia,0
1,5,20,junonia,0
1,5,21,junonia,0
1,5,22,junonia,0
1,5,23,junonia,0
1,5,24,junonia,0
1,5,25,junonia,0
1,6,1,battus,0
1,6,2,battus,0
1,6,3,battus,0
1,6,4,battus,0
1,6,5,battus,0
1,6,6,battus,0
1,6,7,battus,0
1,6,8,battus,0
1,6,9,battus,0
1,6,10,battus,0
1,6,11,battus,0
1,6,12,battus,0
1,6,13,battus,0
1,6,14,battus,0
1,6,15,battus,0
1,6,16,battus,0
1,6,17,battus,0
1,6,18,battus,0
1,6,19,battus,0
1,6,20,battus,0
1,6,21,battus,0
1,6,22,battus,0
1,6,23,battus,0
1,6,24,battus,0
1,6,25,battus,0
1,6,1,junonia,0
1,6,2,junonia,0
1,6,3,junonia,0
1,6,4,junonia,0
1,6,5,junonia,0
1,6,6,junonia,0
1,6,7,junonia,0
1,6,8,junonia,0
1,6,9,junonia,0
1,6,10,junonia,0
1,6,11,junonia,0
1,6,12,junonia,0
1,6,13,junonia,0
1,6,14,junonia,0
1,6,15,junonia,0
1,6,16,junonia,0
1,6,17,junonia,0
1,6,18,junonia,0
1,6,19,junonia,0
1,6,20,junonia,0
1,6,21,junonia,0
1,6,22,junonia,0
1,6,23,junonia,0
1,6,24,junonia,0
1,6,25,junonia,0
1,7,1,battus,0
1,7,2,battus,0
1,7,3,battus,0
1,7,4,battus,0
1,7,5,battus,0
1,7,6,battus,0
1,7,7,battus,0
1,7,8,battus,0
1,7,9,battus,0
1,7,10,battus,0
1,7,11,battus,0
1,7,12,battus,0
1,7,13,battus,0
1,7,14,battus,0
1,7,15,battus,0
1,7,16,battus,0
1,7,17,battus,0
1,7,18,battus,0
1,7,19,battus,0
1,7,20,battus,0
1,7,21,battus,0
1,7,22,battus,0
1,7,23,battus,0
1,7,24,battus,0
1,7,25,battus,0
1,7,1,junonia,1
1,7,2,junonia,1
1,7,3,junonia,0
1,7,4,junonia,0
1,7,5,junonia,0
1,7,6,junonia,0
1,7,7,junonia,0
1,7,8,junonia,0
1,7,9,junonia,0
1,7,10,junonia,0
1,7,11,junonia,0
1,7,12,junonia,0
1,7,13,junonia,0
1,7,14,junonia,0
1,7,15,junonia,0
1,7,16,junonia,0
1,7,17,junonia,0
1,7,18,junonia,0
1,7,19,junonia,0
1,7,20,junonia,0
1,7,21,junonia,0
1,7,22,junonia,0
1,7,23,junonia,0
1,7,24,junonia,0
1,7,25,junonia,0
1,8,1,battus,0
1,8,2,battus,0
1,8,3,battus,0
1,8,4,battus,0
1,8,5,battus,0
1,8,6,battus,0
1,8,7,battus,0
1,8,8,battus,0
1,8,9,battus,0
1,8,10,battus,0
1,8,11,battus,0
1,8,12,battus,0
1,8,13,battus,0
1,8,14,battus,0
1,8,15,battus,0
1,8,16,battus,0
1,8,17,battus,0
1,8,18,battus,0
1,8,19,battus,0
1,8,20,battus,0
1,8,21,battus,0
1,8,22,battus,0
1,8,23,battus,0
1,8,24,battus,0
1,8,25,battus,0
1,8,1,junonia,0
1,8,2,junonia,0
1,8,3,junonia,0
1,8,4,junonia,0
1,8,5,junonia,0
1,8,6,junonia,0
1,8,7,junonia,0
1,8,8,junonia,0
1,8,9,junonia,0
1,8,10,junonia,0
1,8,11,junonia,0
1,8,12,junonia,0
1,8,13,junonia,0
1,8,14,junonia,0
1,8,15,junonia,0
1,8,16,junonia,0
1,8,17,junonia,0
1,8,18,junonia,0
1,8,19,junonia,0
1,8,20,junonia,0
1,8,21,junonia,0
1,8,22,junonia,0
1,8,23,junonia,0
1,8,24,junonia,0
1,8,25,junonia,0
1,9,1,battus,0
1,9,2,battus,0
1,9,3,battus,0
1,9,4,battus,0
1,9,5,battus,0
1,9,6,battus,0
1,9,7,battus,0
1,9,8,battus,0
1,9,9,battus,0
1,9,10,battus,0
1,9,11,battus,0
1,9,12,battus,0
1,9,13,battus,0
1,9,14,battus,0
1,9,15,battus,0
1,9,16,battus,0
1,9,17,battus,0
1,9,18,battus,0
1,9,19,battus,0
1,9,20,battus,0
1,9,21,battus,0
1,9,22,battus,0
1,9,23,battus,0
1,9,24,battus,0
1,9,25,battus,0
1,9,1,junonia,1
1,9,2,junonia,0
1,9,3,junonia,0
1,9,4,junonia,0
1,9,5,junonia,0
1,9,6,junonia,0
1,9,7,junonia,0
1,9,8,junonia,0
1,9,9,junonia,0
1,9,10,junonia,0
1,9,11,junonia,0
1,9,12,junonia,0
1,9,13,junonia,0
1,9,14,junonia,0
1,9,15,junonia,0
1,9,16,junonia,0
1,9,17,junonia,0
1,9,18,junonia,0
1,9,19,junonia,0
1,9,20,junonia,0
1,9,21,junonia,0
1,9,22,junonia,0
1,9,23,junonia,0
1,9,24,junonia,0
1,9,25,junonia,0
1,10,1,battus,0
1,10,2,battus,0
1,10,3,battus,0
1,10,4,battus,0
1,10,5,battus,0
1,10,6,battus,0
1,10,7,battus,0
1,10,8,battus,0
1,10,9,battus,0
1,10,10,battus,0
1,10,11,battus,0
1,10,12,battus,0
1,10,13,battus,0
1,10,14,battus,0
1,10,15,battus,0
1,10,16,battus,0
1,10,17,battus,0
1,10,18,battus,0
1,10,19,battus,0
1,10,20,battus,0
1,10,21,battus,0
1,10,22,battus,0
1,10,23,battus,0
1,10,24,battus,0
1,10,25,battus,0
1,10,1,junonia,0
1,10,2,junonia,0
1,10,3,junonia,0
1,10,4,junonia,0
1,10,5,junonia,0
1,10,6,junonia,0
1,10,7,junonia,0
1,10,8,junonia,0
1,10,9,junonia,0
1,10,10,junonia,0
1,10,11,junonia,0
1,10,12,junonia,0
1,10,13,junonia,0
1,10,14,junonia,0
1,10,15,junonia,0
1,10,16,junonia,0
1,10,17,junonia,0
1,10,18,junonia,0
1,10,19,junonia,0
1,10,20,junonia,0
1,10,21,junonia,0
1,10,22,junonia,0
1,10,23,junonia,0
1,10,24,junonia,0
1,10,25,junonia,0
1,11,1,battus,1
1,11,2,battus,0
1,11,3,battus,0
1,11,4,battus,0
1,11,5,battus,0
1,11,6,battus,0
1,11,7,battus,0
1,11,8,battus,0
1,11,9,battus,0
1,11,10,battus,0
1,11,11,battus,0
1,11,12,battus,0
1,11,13,battus,0
1,11,14,battus,0
1,11,15,battus,0
1,11,16,battus,0
1,11,17,battus,0
1,11,18,battus,0
1,11,19,battus,0
1,11,20,battus,0
1,11,21,battus,0
1,11,22,battus,0
1,11,23,battus,0
1,11,24,battus,0
1,11,25,battus,0
1,11,1,junonia,0
1,11,2,junonia,0
1,11,3,junonia,0
1,11,4,junonia,0
1,11,5,junonia,0
1,11,6,junonia,0
1,11,7,junonia,0
1,11,8,junonia,0
1,11,9,junonia,0
1,11,10,junonia,0
1,11,11,junonia,0
1,11,12,junonia,0
1,11,13,junonia,0
1,11,14,junonia,0
1,11,15,junonia,0
1,11,16,junonia,0
1,11,17,junonia,0
1,11,18,junonia,0
1,11,19,junonia,0
1,11,20,junonia,0
1,11,21,junonia,0
1,11,22,junonia,0
1,11,23,junonia,0
1,11,24,junonia,0
1,11,25,junonia,0
1,12,1,battus,1
1,12,2,battus,0
1,12,3,battus,0
1,12,4,battus,0
1,12,5,battus,0
1,12,6,battus,0
1,12,7,battus,0
1,12,8,battus,0
1,12,9,battus,0
1,12,10,battus,0
1,12,11,battus,0
1,12,12,battus,0
1,12,13,battus,0
1,12,14,battus,0
1,12,15,battus,0
1,12,16,battus,0
1,12,17,battus,0
1,12,18,battus,0
1,12,19,battus,0
1,12,20,battus,0
1,12,21,battus,0
1,12,22,battus,0
1,12,23,battus,0
1,12,24,battus,0
1,12,25,battus,0
1,12,1,junonia,0
1,12,2,junonia,0
1,12,3,junonia,0
1,12,4,junonia,0
1,12,5,junonia,0
1,12,6,junonia,0
1,12,7,junonia,0
1,12,8,junonia,0
1,12,9,junonia,0
1,12,10,junonia,0
1,12,11,junonia,0
1,12,12,junonia,0
1,12,13,junonia,0
1,12,14,junonia,0
1,12,15,junonia,0
1,12,16,junonia,0
1,12,17,junonia,0
1,12,18,junonia,0
1,12,19,junonia,0
1,12,20,junonia,0
1,12,21,junonia,0
1,12,22,junonia,0
1,12,23,junonia,0
1,12,24,junonia,0
1,12,25,junonia,0
1,13,1,battus,0
1,13,2,battus,0
1,13,3,battus,0
1,13,4,battus,0
1,13,5,battus,0
1,13,6,battus,0
1,13,7,battus,0
1,13,8,battus,0
1,13,9,battus,0
1,13,10,battus,0
1,13,11,battus,0
1,13,12,battus,0
1,13,13,battus,0
1,13,14,battus,0
1,13,15,battus,0
1,13,16,battus,0
1,13,17,battus,0
1,13,18,battus,0
1,13,19,battus,0
1,13,20,battus,0
1,13,21,battus,0
1,13,22,battus,0
1,13,23,battus,0
1,13,24,battus,0
1,13,25,battus,0
1,13,1,junonia,0
1,13,2,junonia,0
1,13,3,junonia,0
1,13,4,junonia,0
1,13,5,junonia,0
1,13,6,junonia,0
1,13,7,junonia,0
1,13,8,junonia,0
1,13,9,junonia,0
1,13,10,junonia,0
1,13,11,junonia,0
1,13,12,junonia,0
1,13,13,junonia,0
1,13,14,junonia,0
1,13,15,junonia,0
1,13,16,junonia,0
1,13,17,junonia,0
1,13,18,junonia,0
1,13,19,junonia,0
1,13,20,junonia,0
1,13,21,junonia,0
1,13,22,junonia,0
1,13,23,junonia,0
1,13,24,junonia,0
1,13,25,junonia,0
1,14,1,battus,0
1,14,2,battus,0
1,14,3,battus,0
1,14,4,battus,0
1,14,5,battus,0
1,14,6,battus,0
1,14,7,battus,0
1,14,8,battus,0
1,14,9,battus,0
1,14,10,battus,0
1,14,11,battus,0
1,14,12,battus,0
1,14,13,battus,0
1,14,14,battus,0
1,14,15,battus,0
1,14,16,battus,0
1,14,17,battus,0
1,14,18,battus,0
1,14,19,battus,0
1,14,20,battus,0
1,14,21,battus,0
1,14,22,battus,0
1,14,23,battus,0
1,14,24,battus,0
1,14,25,battus,0
1,14,1,junonia,0
1,14,2,junonia,0
1,14,3,junonia,0
1,14,4,junonia,0
1,14,5,junonia,0
1,14,6,junonia,0
1,14,7,junonia,0
1,14,8,junonia,0
1,14,9,junonia,0
1,14,10,junonia,0
1,14,11,junonia,0
1,14,12,junonia,0
1,14,13,junonia,0
1,14,14,junonia,0
1,14,15,junonia,0
1,14,16,junonia,0
1,14,17,junonia,0
1,14,18,junonia,0
1,14,19,junonia,0
1,14,20,junonia,0
1,14,21,junonia,0
1,14,22,junonia,0
1,14,23,junonia,0
1,14,24,junonia,0
1,14,25,junonia,0
1,15,1,battus,0
1,15,2,battus,0
1,15,3,battus,0
1,15,4,battus,0
1,15,5,battus,0
1,15,6,battus,0
1,15,7,battus,0
1,15,8,battus,0
1,15,9,battus,0
1,15,10,battus,0
1,15,11,battus,0
1,15,12,battus,0
1,15,13,battus,0
1,15,14,battus,0
1,15,15,battus,0
1,15,16,battus,0
1,15,17,battus,0
1,15,18,battus,0
1,15,19,battus,0
1,15,20,battus,0
1,15,21,battus,0
1,15,22,battus,0
1,15,23,battus,0
1,15,24,battus,0
1,15,25,battus,0
1,15,1,junonia,0
1,15,2,junonia,0
1,15,3,junonia,0
1,15,4,junonia,0
1,15,5,junonia,0
1,15,6,junonia,0
1,15,7,junonia,0
1,15,8,junonia,0
1,15,9,junonia,0
1,15,10,junonia,0
1,15,11,junonia,0
1,15,12,junonia,0
1,15,13,junonia,0
1,15,14,junonia,0
1,15,15,junonia,0
1,15,16,junonia,0
1,15,17,junonia,0
1,15,18,junonia,0
1,15,19,junonia,0
1,15,20,junonia,0
1,15,21,junonia,0
1,15,22,junonia,0
1,15,23,junonia,0
1,15,24,junonia,0
1,15,25,junonia,0
1,16,1,battus,0
1,16,2,battus,0
1,16,3,battus,0
1,16,4,battus,0
1,16,5,battus,0
1,16,6,battus,0
1,16,7,battus,0
1,16,8,battus,0
1,16,9,battus,0
1,16,10,battus,0
1,16,11,battus,0
1,16,12,battus,0
1,16,13,battus,0
1,16,14,battus,0
1,16,15,battus,0
1,16,16,battus,0
1,16,17,battus,0
1,16,18,battus,0
1,16,19,battus,0
1,16,20,battus,0
1,16,21,battus,0
1,16,22,battus,0
1,16,23,battus,0
1,16,24,battus,0
1,16,25,battus,0
1,16,1,junonia,0
1,16,2,junonia,0
1,16,3,junonia,0
1,16,4,junonia,0
1,16,5,junonia,0
1,16,6,junonia,0
1,16,7,junonia,0
1,16,8,junonia,0
1,16,9,junonia,0
1,16,10,junonia,0
1,16,11,junonia,0
1,16,12,junonia,0
1,16,13,junonia,0
1,16,14,junonia,0
1,16,15,junonia,0
1,16,16,junonia,0
1,16,17,junonia,0
1,16,18,junonia,0
1,16,19,junonia,0
1,16,20,junonia,0
1,16,21,junonia,0
1,16,22,junonia,0
1,16,23,junonia,0
1,16,24,junonia,0
1,16,25,junonia,0
1,17,1,battus,0
1,17,2,battus,0
1,17,3,battus,0
1,17,4,battus,0
1,17,5,battus,0
1,17,6,battus,0
1,17,7,battus,0
1,17,8,battus,0
1,17,9,battus,0
1,17,10,battus,0
1,17,11,battus,0
1,17,12,battus,0
1,17,13,battus,0
1,17,14,battus,0
1,17,15,battus,0
1,17,16,battus,0
1,17,17,battus,0
1,17,18,battus,0
1,17,19,battus,0
1,17,20,battus,0
1,17,21,battus,0
1,17,22,battus,0
1,17,23,battus,0
1,17,24,battus,0
1,17,25,battus,0
1,17,1,junonia,0
1,17,2,junonia,0
1,17,3,junonia,0
1,17,4,junonia,0
1,17,5,junonia,0
1,17,6,junonia,0
1,17,7,junonia,0
1,17,8,junonia,0
1,17,9,junonia,0
1,17,10,junonia,0
1,17,11,junonia,0
1,17,12,junonia,0
1,17,13,junonia,0
1,17,14,junonia,0
1,17,15,junonia,0
1,17,16,junonia,0
1,17,17,junonia,0
1,17,18,junonia,0
1,17,19,junonia,0
1,17,20,junonia,0
1,17,21,junonia,0
1,17,22,junonia,0
1,17,23,junonia,0
1,17,24,junonia,0
1,17,25,junonia,0
1,18,1,battus,1
1,18,2,battus,1
1,18,3,battus,0
1,18,4,battus,0
1,18,5,battus,0
1,18,6,battus,0
1,18,7,battus,0
1,18,8,battus,0
1,18,9,battus,0
1,18,10,battus,0
1,18,11,battus,0
1,18,12,battus,0
1,18,13,battus,0
1,18,14,battus,0
1,18,15,battus,0
1,18,16,battus,0
1,18,17,battus,0
1,18,18,battus,0
1,18,19,battus,0
1,18,20,battus,0
1,18,21,battus,0
1,18,22,battus,0
1,18,23,battus,0
1,18,24,battus,0
1,18,25,battus,0
1,18,1,junonia,0
1,18,2,junonia,0
1,18,3,junonia,0
1,18,4,junonia,0
1,18,5,junonia,0
1,18,6,junonia,0
1,18,7,junonia,0
1,18,8,junonia,0
1,18,9,junonia,0
1,18,10,junonia,0
1,18,11,junonia,0
1,18,12,junonia,0
1,18,13,junonia,0
1,18,14,junonia,0
1,18,15,junonia,0
1,18,16,junonia,0
1,18,17,junonia,0
1,18,18,junonia,0
1,18,19,junonia,0
1,18,20,junonia,0
1,18,21,junonia,0
1,18,22,junonia,0
1,18,23,junonia,0
1,18,24,junonia,0
1,18,25,junonia,0
1,19,1,battus,0
1,19,2,battus,0
1,19,3,battus,0
1,19,4,battus,0
1,19,5,battus,0
1,19,6,battus,0
1,19,7,battus,0
1,19,8,battus,0
1,19,9,battus,0
1,19,10,battus,0
1,19,11,battus,0
1,19,12,battus,0
1,19,13,battus,0
1,19,14,battus,0
1,19,15,battus,0
1,19,16,battus,0
1,19,17,battus,0
1,19,18,battus,0
1,19,19,battus,0
1,19,20,battus,0
1,19,21,battus,0
1,19,22,battus,0
1,19,23,battus,0
1,19,24,battus,0
1,19,25,battus,0
1,19,1,junonia,0
1,19,2,junonia,0
1,19,3,junonia,0
1,19,4,junonia,0
1,19,5,junonia,0
1,19,6,junonia,0
1,19,7,junonia,0
1,19,8,junonia,0
1,19,9,junonia,0
1,19,10,junonia,0
1,19,11,junonia,0
1,19,12,junonia,0
1,19,13,junonia,0
1,19,14,junonia,0
1,19,15,junonia,0
1,19,16,junonia,0
1,19,17,junonia,0
1,19,18,junonia,0
1,19,19,junonia,0
1,19,20,junonia,0
1,19,21,junonia,0
1,19,22,junonia,0
1,19,23,junonia,0
1,19,24,junonia,0
1,19,25,junonia,0
1,20,1,battus,0
1,20,2,battus,0
1,20,3,battus,0
1,20,4,battus,0
1,20,5,battus,0
1,20,6,battus,0
1,20,7,battus,0
1,20,8,battus,0
1,20,9,battus,0
1,20,10,battus,0
1,20,11,battus,0
1,20,12,battus,0
1,20,13,battus,0
1,20,14,battus,0
1,20,15,battus,0
1,20,16,battus,0
1,20,17,battus,0
1,20,18,battus,0
1,20,19,battus,0
1,20,20,battus,0
1,20,21,battus,0
1,20,22,battus,0
1,20,23,battus,0
1,20,24,battus,0
1,20,25,battus,0
1,20,1,junonia,0
1,20,2,junonia,0
1,20,3,junonia,0
1,20,4,junonia,0
1,20,5,junonia,0
1,20,6,junonia,0
1,20,7,junonia,0
1,20,8,junonia,0
1,20,9,junonia,0
1,20,10,junonia,0
1,20,11,junonia,0
1,20,12,junonia,0
1,20,13,junonia,0
1,20,14,junonia,0
1,20,15,junonia,0
1,20,16,junonia,0
1,20,17,junonia,0
1,20,18,junonia,0
1,20,19,junonia,0
1,20,20,junonia,0
1,20,21,junonia,0
1,20,22,junonia,0
1,20,23,junonia,0
